Campanha_ID,Loja_ID,Nome,Canal,Investimento,Vendas Geradas,Data de Início,Data de Fim
485,451,Direta Impacto Sustentável,Email Marketing,689.55,0,2019-03-04 19:33:36,2019-12-09 11:52:04
486,771,Viral Promoção Tecnológica,Influenciadores,202.52,0,2021-06-01 03:01:55,2021-09-20 05:56:55
487,832,Conectada Campanha Contemporânea,Redes Sociais,915.59,0,2019-08-15 00:27:25,2020-06-03 15:02:14
488,776,Clássica Promoção Familiar,TV,900.8,0,2021-04-18 01:49:53,2021-07-01 08:06:25
489,292,Viral Campanha De Luxo,Influenciadores,544.08,0,2019-02-03 15:36:07,2019-02-25 00:15:38
490,513,Conectada Impacto Familiar,Redes Sociais,228.27,0,2018-01-09 10:59:08,2018-06-18 05:41:00
491,663,Conectada Promoção Rural,Redes Sociais,509.45,0,2017-12-23 20:47:09,2018-03-02 19:19:54
492,722,Alvo Campanha Fitness,Google Ads,578.1,0,2024-08-19 16:57:44,2024-09-23 11:44:14
493,218,Direta Impacto Inovação,Email Marketing,347.75,0,2018-01-14 21:04:54,2018-11-25 12:24:29
494,637,Conectada Promoção Desportiva,Redes Sociais,895.58,0,2015-11-21 05:43:33,2016-02-12 23:18:25
495,683,Alvo Impacto Retro,Google Ads,322.47,0,2017-05-05 23:40:03,2017-09-22 09:58:20
496,957,Direta Campanha Retro,Email Marketing,308.56,0,2014-08-20 01:57:51,2014-10-29 18:39:41
497,33,Conectada Impacto Gourmet,Redes Sociais,719.79,0,2019-12-23 06:23:24,2020-03-13 19:31:55
498,632,Conectada Impacto Vintage,Redes Sociais,363.67,0,2015-10-30 13:03:11,2016-07-08 07:45:20
499,842,Conectada Promoção Gourmet,Redes Sociais,587.22,0,2024-10-05 16:20:04,2025-09-13 08:06:22
500,410,Alvo Campanha Sustentável,Google Ads,353.41,0,2017-06-26 10:59:48,2017-11-02 10:09:34
501,576,Conectada Promoção Familiar,Redes Sociais,681.62,0,2017-02-10 03:56:20,2017-05-24 18:06:17
502,371,Clássica Impacto Tradicional,TV,733.07,0,2020-01-27 05:03:09,2020-12-01 09:41:28
503,674,Alvo Impacto Inovação,Google Ads,762.88,0,2017-08-27 14:13:14,2017-11-25 02:04:56
504,991,Alvo Impacto Familiar,Google Ads,846.03,0,2023-03-02 22:15:22,2023-09-09 19:01:14
505,525,Conectada Promoção Nacional,Redes Sociais,710.63,0,2015-04-11 21:33:16,2015-12-26 12:55:00
506,168,Direta Promoção Familiar,Email Marketing,217.71,0,2023-06-06 04:39:26,2024-03-09 04:31:42
507,595,Viral Impacto De Luxo,Influenciadores,629.53,0,2021-11-18 12:59:13,2022-05-16 21:06:45
508,734,Alvo Promoção Artística,Google Ads,886.28,0,2015-02-23 00:27:37,2015-05-15 15:57:17
509,722,Clássica Promoção Cultural,TV,261.72,0,2022-12-28 07:36:34,2023-03-03 06:25:10
510,258,Viral Promoção Familiar,Influenciadores,629.73,0,2016-08-01 16:47:14,2017-01-20 07:58:02
511,469,Clássica Campanha Online,TV,549.88,0,2016-02-09 04:06:27,2016-04-27 11:06:25
512,50,Clássica Campanha Retro,TV,595.65,0,2024-03-01 12:43:50,2024-08-02 07:50:14
513,691,Clássica Impacto Desportiva,TV,927.35,0,2016-08-02 00:17:21,2017-05-11 04:08:51
514,925,Alvo Campanha Online,Google Ads,689.72,0,2022-12-08 11:27:51,2023-03-22 06:54:57
515,62,Alvo Impacto De Luxo,Google Ads,546.39,0,2020-10-21 23:25:13,2021-04-01 20:29:14
516,143,Alvo Campanha Vintage,Google Ads,551.77,0,2016-02-23 11:51:17,2017-01-02 09:38:44
517,846,Direta Campanha Tecnológica,Email Marketing,766.42,0,2018-06-23 14:38:37,2019-04-27 18:15:00
518,137,Conectada Promoção Retro,Redes Sociais,208.82,0,2018-06-03 05:17:01,2019-04-05 12:55:25
519,169,Direta Promoção Tradicional,Email Marketing,599.61,0,2023-01-29 06:39:58,2023-03-06 16:08:51
520,675,Viral Impacto Retro,Influenciadores,271.05,0,2018-07-25 16:41:25,2019-01-26 00:51:33
521,381,Alvo Impacto Contemporânea,Google Ads,365.67,0,2015-04-16 08:42:53,2015-08-08 05:29:30
522,256,Viral Promoção Familiar,Influenciadores,228.24,0,2018-12-21 15:38:37,2019-06-07 16:43:58
523,432,Direta Promoção Digital,Email Marketing,688.7,0,2018-07-23 17:21:43,2019-06-08 21:22:29
524,60,Clássica Promoção Familiar,TV,619.8,0,2018-04-12 14:00:55,2019-04-01 10:13:08
525,324,Clássica Promoção Local,TV,485.01,0,2024-04-25 06:27:49,2024-06-13 00:13:41
526,903,Clássica Impacto Rural,TV,589.26,0,2024-11-09 20:44:15,2025-02-13 07:46:08
527,424,Viral Campanha Vintage,Influenciadores,802.5,0,2021-08-28 08:40:02,2021-12-04 06:02:40
528,782,Conectada Impacto Online,Redes Sociais,684.88,0,2023-12-07 23:36:12,2024-02-18 07:23:00
529,128,Clássica Impacto Nacional,TV,311.93,0,2014-03-22 16:22:27,2015-01-20 18:13:07
530,809,Viral Promoção Contemporânea,Influenciadores,978.85,0,2024-07-21 01:51:57,2024-10-28 03:55:27
531,267,Clássica Promoção Ecológica,TV,563.53,0,2024-06-03 13:29:30,2025-05-27 23:33:10
532,211,Clássica Campanha Familiar,TV,290.41,0,2020-10-27 01:30:58,2020-11-17 13:27:15
533,866,Direta Promoção Vintage,Email Marketing,424.92,0,2015-02-01 13:49:39,2015-02-23 22:54:42
534,8,Conectada Campanha Global,Redes Sociais,774.92,0,2015-04-19 20:34:58,2016-02-05 00:11:47
535,506,Alvo Campanha Inovação,Google Ads,512.22,0,2017-01-14 19:46:14,2017-07-23 04:37:04
536,243,Viral Promoção Sustentável,Influenciadores,530.11,0,2018-06-13 20:06:38,2019-02-03 21:16:00
537,597,Viral Promoção Vintage,Influenciadores,544.42,0,2018-09-01 18:36:19,2019-05-27 17:12:54
538,517,Viral Impacto Urbana,Influenciadores,807.64,0,2023-06-26 21:10:48,2024-01-26 23:31:35
539,975,Viral Impacto Cultural,Influenciadores,476.01,0,2014-12-22 15:28:50,2015-10-12 18:09:45
540,155,Direta Impacto Desportiva,Email Marketing,888.5,0,2014-05-13 03:25:01,2014-11-25 12:15:11
541,2,Alvo Impacto Fitness,Google Ads,654.83,16676,2019-11-27 19:03:50,2020-10-20 01:39:49
542,725,Viral Impacto De Luxo,Influenciadores,270.06,0,2016-11-02 10:39:39,2017-09-30 03:01:33
543,437,Clássica Impacto Tecnológica,TV,993.58,0,2022-12-23 04:33:36,2023-02-19 15:40:09
544,957,Direta Impacto Sustentável,Email Marketing,341.8,0,2017-01-08 20:32:36,2017-06-20 23:10:20
545,263,Direta Promoção Clássica,Email Marketing,358.24,0,2024-09-13 03:59:45,2025-05-20 00:36:20
546,220,Direta Promoção Nacional,Email Marketing,220.09,0,2018-05-11 15:16:36,2019-03-20 11:13:36
547,386,Clássica Campanha Urbana,TV,640.01,0,2022-04-06 15:18:20,2023-01-12 05:49:44
548,96,Conectada Impacto Ecológica,Redes Sociais,753.05,0,2021-02-27 14:20:52,2021-05-27 10:53:44
549,519,Direta Promoção Local,Email Marketing,373.88,0,2014-07-03 23:12:32,2015-05-08 19:39:52
550,165,Clássica Impacto De Luxo,TV,581.13,0,2014-02-06 10:27:00,2014-06-29 03:18:15
551,356,Clássica Promoção De Luxo,TV,461.47,0,2023-11-27 03:32:08,2024-08-24 13:19:31
552,701,Viral Impacto Contemporânea,Influenciadores,595.78,0,2014-02-16 08:34:46,2014-10-15 18:08:48
553,445,Viral Impacto Online,Influenciadores,478.61,0,2017-02-24 00:43:53,2017-09-30 06:03:05
554,971,Direta Campanha De Luxo,Email Marketing,486.85,0,2022-06-04 05:34:12,2022-07-08 02:54:22
555,615,Clássica Promoção Nacional,TV,956.02,0,2021-05-14 11:19:43,2022-04-24 01:53:06
556,555,Conectada Campanha Vintage,Redes Sociais,422.07,0,2024-03-09 04:44:06,2024-10-25 11:17:57
557,169,Conectada Campanha Online,Redes Sociais,840.74,0,2017-06-22 02:03:16,2017-11-24 15:40:04
558,133,Alvo Campanha Rural,Google Ads,551.13,0,2024-02-10 09:47:06,2024-12-06 13:07:03
559,541,Alvo Promoção Digital,Google Ads,770.05,0,2018-04-28 09:54:45,2018-09-03 22:17:31
560,598,Direta Impacto Ecológica,Email Marketing,572.19,0,2018-04-18 03:52:34,2018-05-29 15:55:30
561,362,Viral Campanha Contemporânea,Influenciadores,416.81,0,2017-04-23 14:29:21,2017-11-17 03:02:38
562,699,Direta Campanha Tecnológica,Email Marketing,377.89,0,2014-05-18 17:36:07,2015-04-08 10:22:49
563,520,Viral Impacto Digital,Influenciadores,348.86,0,2017-06-30 11:09:12,2018-01-21 06:44:28
564,707,Viral Impacto Fitness,Influenciadores,253.52,0,2016-03-13 17:40:27,2016-09-23 02:44:12
565,90,Alvo Promoção Gourmet,Google Ads,220.28,0,2022-06-19 16:05:07,2023-05-22 10:13:10
566,367,Conectada Promoção Inovação,Redes Sociais,899.08,0,2018-11-12 02:08:07,2019-10-18 02:10:48
567,885,Direta Impacto Retro,Email Marketing,979.81,0,2016-09-05 18:44:58,2017-01-19 08:32:45
568,536,Direta Promoção Retro,Email Marketing,225.24,0,2018-11-21 13:00:57,2019-08-26 09:20:03
569,740,Alvo Campanha Artística,Google Ads,555.88,0,2019-02-22 11:29:36,2020-01-17 15:46:05
570,382,Viral Promoção De Luxo,Influenciadores,806.48,0,2015-06-17 23:32:16,2015-11-13 23:41:44
571,831,Viral Campanha Digital,Influenciadores,613.35,0,2018-09-21 19:07:36,2019-07-20 15:19:14
572,852,Alvo Impacto Sustentável,Google Ads,684.35,0,2021-11-29 11:22:23,2022-05-16 11:37:59
573,757,Alvo Campanha Nacional,Google Ads,521.16,0,2020-02-25 15:11:53,2020-11-28 19:51:44
574,852,Clássica Promoção Digital,TV,491.34,0,2022-11-15 07:15:41,2023-05-19 17:53:38
575,211,Alvo Campanha Tecnológica,Google Ads,200.64,0,2018-08-11 04:13:47,2019-02-25 10:06:39
576,624,Conectada Campanha Tecnológica,Redes Sociais,247.75,0,2023-12-25 13:39:43,2024-03-27 22:34:33
577,552,Alvo Campanha Global,Google Ads,244.63,0,2022-10-31 17:45:10,2023-03-29 17:28:18
578,933,Alvo Promoção Tradicional,Google Ads,503.1,0,2018-10-26 04:35:56,2019-02-16 19:07:28
579,464,Clássica Promoção Clássica,TV,645.98,0,2024-12-16 02:28:47,2025-09-03 21:33:38
580,408,Direta Promoção Fitness,Email Marketing,395.31,0,2018-08-02 07:03:17,2019-06-23 03:23:16
581,713,Conectada Impacto Online,Redes Sociais,866.8,0,2021-11-21 01:01:49,2022-07-09 16:07:57
582,802,Conectada Promoção Retro,Redes Sociais,206.25,0,2024-02-16 02:27:18,2024-12-15 15:39:35
583,489,Direta Promoção Tradicional,Email Marketing,435.95,0,2024-12-02 02:59:44,2025-08-15 16:00:21
584,325,Clássica Promoção Contemporânea,TV,542.54,0,2016-07-16 09:20:02,2016-12-18 13:27:58
585,764,Direta Impacto Retro,Email Marketing,852.36,0,2016-12-27 10:28:23,2017-08-13 19:24:28
586,308,Direta Impacto Fitness,Email Marketing,921.46,0,2016-06-22 14:50:48,2017-04-22 01:39:28
587,285,Alvo Impacto Online,Google Ads,687.69,0,2021-02-20 01:05:14,2021-12-21 09:50:54
588,891,Conectada Campanha Gourmet,Redes Sociais,643.61,0,2017-07-27 08:51:20,2017-12-03 17:31:02
589,151,Direta Campanha Rural,Email Marketing,626.14,0,2016-01-27 12:49:08,2016-07-04 08:12:43
590,553,Direta Impacto Rural,Email Marketing,534.71,0,2023-10-11 15:45:02,2024-08-05 12:54:18
591,576,Clássica Impacto Gourmet,TV,204.06,0,2019-10-31 11:56:19,2020-04-16 02:23:11
592,121,Alvo Promoção Sustentável,Google Ads,236.22,0,2019-09-22 12:23:33,2019-11-10 12:17:46
593,404,Direta Impacto Online,Email Marketing,453.11,0,2017-02-09 20:28:31,2017-12-01 17:30:40
594,479,Conectada Promoção Gourmet,Redes Sociais,590.13,0,2021-06-14 14:00:23,2021-10-14 11:22:43
595,811,Alvo Promoção Cultural,Google Ads,582.07,0,2017-01-05 08:42:04,2017-07-26 20:22:15
596,899,Viral Impacto Familiar,Influenciadores,534.68,0,2016-05-04 15:03:56,2016-07-23 03:07:40
597,52,Clássica Impacto Local,TV,346.1,0,2019-01-30 22:01:44,2019-02-26 12:00:39
598,418,Alvo Campanha Gourmet,Google Ads,223.76,0,2021-09-06 23:30:28,2022-04-06 09:00:18
599,75,Clássica Promoção Contemporânea,TV,758.78,0,2021-02-19 06:14:35,2021-12-14 00:31:55
600,760,Viral Impacto Global,Influenciadores,596.02,0,2018-06-11 23:14:42,2018-08-20 20:04:22
601,630,Clássica Promoção Online,TV,644.42,0,2023-03-23 07:41:05,2023-04-14 22:51:14
602,254,Direta Promoção Gourmet,Email Marketing,332.47,0,2017-10-26 05:19:43,2018-02-10 13:02:27
603,193,Conectada Promoção Tradicional,Redes Sociais,748.92,0,2014-06-23 20:30:06,2015-01-01 17:14:47
604,15,Direta Campanha Global,Email Marketing,605.56,0,2014-04-17 08:27:00,2014-08-26 08:40:41
605,194,Conectada Impacto Ecológica,Redes Sociais,573.6,0,2022-09-19 14:35:44,2023-04-21 20:28:51
606,633,Conectada Campanha Global,Redes Sociais,805.23,0,2018-01-12 01:42:24,2018-07-18 00:09:01
607,649,Clássica Promoção Urbana,TV,830.0,0,2014-08-02 21:07:58,2015-06-10 16:01:05
608,273,Clássica Impacto Familiar,TV,745.33,0,2021-01-25 09:53:46,2022-01-18 01:21:16
609,529,Alvo Impacto Fitness,Google Ads,351.63,0,2017-01-21 03:13:18,2017-08-17 06:20:35
610,513,Conectada Impacto Nacional,Redes Sociais,951.65,0,2015-04-27 11:47:26,2015-12-07 08:14:30
611,141,Alvo Campanha Gourmet,Google Ads,799.23,0,2019-03-28 10:08:09,2020-02-10 13:36:04
612,26,Direta Campanha Retro,Email Marketing,852.54,0,2015-11-04 02:34:48,2016-07-04 13:56:15
613,293,Alvo Impacto Nacional,Google Ads,915.58,0,2024-10-20 17:54:44,2025-04-30 14:27:32
614,873,Viral Impacto Nacional,Influenciadores,534.58,0,2018-02-25 15:07:40,2018-07-27 00:23:24
615,285,Conectada Promoção Tradicional,Redes Sociais,900.69,0,2015-04-24 09:46:52,2016-01-28 11:36:13
616,580,Clássica Impacto Tradicional,TV,445.64,0,2014-12-21 21:55:17,2015-01-23 03:21:35
617,612,Direta Promoção Rural,Email Marketing,777.57,0,2017-07-12 01:28:09,2017-10-02 02:41:47
618,846,Direta Campanha Cultural,Email Marketing,923.66,0,2021-07-13 09:25:39,2022-02-01 21:45:05
619,76,Clássica Impacto Contemporânea,TV,386.99,0,2021-03-16 14:29:08,2021-12-11 22:59:58
620,897,Clássica Promoção Desportiva,TV,814.47,0,2019-05-02 11:24:39,2020-02-29 11:35:59
621,753,Clássica Impacto Rural,TV,674.47,0,2024-03-11 04:57:41,2025-02-03 07:45:26
622,776,Direta Promoção Artística,Email Marketing,534.42,0,2018-11-01 20:54:55,2019-09-14 11:45:09
623,778,Clássica Impacto Digital,TV,926.24,0,2015-10-28 22:10:59,2016-03-18 19:49:57
624,515,Alvo Impacto Nacional,Google Ads,414.45,0,2021-07-24 01:18:49,2022-03-31 17:14:47
625,206,Direta Impacto Cultural,Email Marketing,483.14,0,2018-08-21 07:31:42,2019-08-03 10:01:20
626,619,Alvo Impacto Clássica,Google Ads,650.36,0,2014-05-07 19:50:22,2014-07-24 06:33:33
627,194,Conectada Campanha Familiar,Redes Sociais,909.13,0,2015-06-28 22:50:50,2016-03-05 08:23:04
628,85,Viral Campanha Ecológica,Influenciadores,624.16,0,2024-02-19 15:55:22,2025-02-17 00:57:49
629,68,Direta Campanha Cultural,Email Marketing,432.84,0,2022-11-15 11:48:38,2023-07-23 13:58:28
630,835,Conectada Impacto Nacional,Redes Sociais,898.92,0,2021-04-10 23:00:18,2021-07-29 12:34:08
631,364,Direta Campanha Inovação,Email Marketing,323.28,0,2022-02-15 09:13:31,2022-06-29 04:43:23
632,118,Conectada Promoção Gourmet,Redes Sociais,528.15,0,2019-12-15 19:25:59,2020-12-07 17:38:52
633,775,Conectada Promoção Nacional,Redes Sociais,565.97,0,2023-11-27 13:26:06,2024-01-13 11:10:50
634,452,Conectada Promoção De Luxo,Redes Sociais,708.82,0,2015-12-03 04:32:10,2016-02-28 14:56:25
635,265,Conectada Campanha Sustentável,Redes Sociais,433.48,0,2021-01-02 18:26:21,2021-05-20 05:50:19
636,432,Alvo Promoção Artística,Google Ads,554.75,0,2021-07-07 07:14:23,2022-03-15 08:54:32
637,99,Conectada Promoção Desportiva,Redes Sociais,567.94,0,2017-07-23 02:20:58,2018-06-11 16:00:40
638,68,Clássica Campanha Rural,TV,399.8,0,2020-05-19 01:42:08,2021-04-01 20:21:17
639,901,Conectada Impacto Rural,Redes Sociais,913.45,0,2016-01-15 03:01:51,2016-09-16 04:10:48
640,864,Clássica Promoção Artística,TV,917.73,0,2018-01-28 04:50:35,2018-04-25 13:28:40
641,465,Alvo Campanha Inovação,Google Ads,770.49,0,2022-05-05 08:55:55,2023-02-24 13:12:31
642,32,Clássica Campanha Retro,TV,418.9,0,2018-03-06 18:26:08,2018-11-01 22:18:00
643,304,Clássica Promoção Nacional,TV,953.31,0,2018-01-08 21:17:54,2018-04-09 13:00:08
644,30,Clássica Campanha Digital,TV,962.65,0,2022-05-23 22:41:23,2022-11-05 20:32:33
645,448,Alvo Impacto Tradicional,Google Ads,291.8,0,2015-10-08 05:36:07,2016-09-07 20:28:50
646,519,Viral Campanha Global,Influenciadores,946.05,0,2024-04-26 00:46:06,2024-11-28 04:28:12
647,750,Clássica Promoção Digital,TV,932.85,0,2017-05-06 07:27:38,2018-04-03 03:14:47
648,814,Direta Promoção Tradicional,Email Marketing,290.76,0,2023-10-03 20:18:09,2024-05-24 02:18:32
649,426,Conectada Promoção Retro,Redes Sociais,792.17,0,2023-10-25 00:14:02,2024-07-12 03:13:58
650,883,Conectada Campanha Urbana,Redes Sociais,209.23,0,2021-05-17 17:27:47,2021-12-31 13:26:56
651,777,Clássica Promoção Rural,TV,855.46,0,2015-02-02 01:24:15,2015-09-23 17:22:19
652,716,Conectada Campanha Nacional,Redes Sociais,679.69,0,2015-11-28 12:09:23,2016-03-05 10:24:46
653,912,Viral Campanha Retro,Influenciadores,251.78,0,2015-08-13 18:48:33,2016-01-24 05:07:24
654,500,Viral Campanha Rural,Influenciadores,485.47,0,2019-09-10 16:59:29,2020-01-16 13:28:36
655,640,Alvo Promoção Digital,Google Ads,636.2,0,2015-11-10 09:46:52,2016-10-28 05:19:06
656,409,Clássica Promoção Cultural,TV,214.88,0,2021-04-30 13:48:08,2021-07-24 01:16:51
657,307,Direta Promoção Fitness,Email Marketing,691.09,0,2018-01-14 01:19:13,2018-11-15 20:20:57
658,517,Clássica Impacto Fitness,TV,821.02,0,2024-03-12 05:43:55,2025-01-07 21:46:45
659,12,Conectada Impacto Rural,Redes Sociais,876.97,0,2020-05-07 19:05:44,2020-09-03 18:35:47
660,485,Conectada Campanha Gourmet,Redes Sociais,292.43,0,2023-10-27 12:02:15,2024-01-22 23:02:35
661,988,Direta Impacto Ecológica,Email Marketing,519.97,0,2023-06-19 17:28:04,2023-09-15 23:26:03
662,502,Alvo Campanha Sustentável,Google Ads,739.67,0,2018-02-13 08:19:55,2018-08-14 00:15:08
663,881,Viral Campanha Familiar,Influenciadores,295.34,0,2021-06-08 13:13:27,2022-04-24 03:18:35
664,796,Viral Promoção Gourmet,Influenciadores,691.5,0,2018-03-01 00:16:03,2018-11-17 06:06:35
665,144,Clássica Campanha Tecnológica,TV,306.63,0,2014-05-16 11:31:40,2014-05-31 11:45:03
666,9,Direta Promoção Desportiva,Email Marketing,276.04,0,2015-03-13 20:16:46,2015-10-02 10:07:29
667,415,Conectada Promoção Desportiva,Redes Sociais,643.66,0,2020-11-19 05:54:12,2021-03-23 23:04:34
668,938,Conectada Campanha Retro,Redes Sociais,707.17,0,2019-05-10 01:05:01,2019-12-04 11:00:40
669,565,Clássica Impacto Artística,TV,328.17,0,2021-12-26 06:53:57,2022-06-07 09:21:41
670,229,Direta Campanha Inovação,Email Marketing,380.2,0,2021-11-16 04:32:47,2022-04-21 06:33:14
671,148,Alvo Promoção Familiar,Google Ads,567.57,0,2015-05-21 22:32:47,2015-08-04 06:36:43
672,133,Viral Campanha Urbana,Influenciadores,208.18,0,2014-03-25 20:42:24,2014-11-19 02:21:29
673,189,Viral Promoção Tradicional,Influenciadores,496.32,0,2016-03-17 04:10:15,2017-03-13 10:35:05
674,486,Viral Campanha De Luxo,Influenciadores,628.34,0,2014-06-05 06:44:58,2014-10-06 13:31:19
675,403,Alvo Promoção Artística,Google Ads,950.08,0,2016-09-30 12:34:12,2017-08-01 13:17:15
676,257,Direta Impacto Ecológica,Email Marketing,377.88,0,2020-12-19 00:09:47,2021-03-25 13:48:14
677,535,Direta Promoção Cultural,Email Marketing,561.43,0,2021-02-03 23:46:12,2021-06-15 07:04:06
678,558,Viral Promoção Familiar,Influenciadores,879.03,0,2024-11-24 06:29:46,2025-03-14 07:45:15
679,654,Direta Campanha De Luxo,Email Marketing,947.9,0,2022-04-05 06:34:36,2022-09-02 05:07:46
680,961,Conectada Impacto De Luxo,Redes Sociais,239.29,0,2023-12-15 15:29:17,2024-02-23 06:11:19
681,94,Conectada Campanha Contemporânea,Redes Sociais,936.67,0,2017-05-27 02:19:12,2017-10-22 12:58:57
682,216,Viral Promoção Gourmet,Influenciadores,778.63,0,2016-05-05 11:52:39,2016-07-27 18:36:22
683,638,Conectada Campanha Vintage,Redes Sociais,911.63,0,2018-05-26 13:46:59,2019-02-10 09:13:12
684,208,Viral Impacto Clássica,Influenciadores,513.84,0,2019-03-04 19:32:16,2020-01-04 01:38:35
685,752,Viral Promoção Fitness,Influenciadores,733.09,0,2015-01-06 01:02:17,2015-09-21 04:53:38
686,699,Clássica Campanha Fitness,TV,875.3,0,2020-12-03 21:21:15,2021-08-08 06:06:17
687,252,Clássica Promoção Inovação,TV,297.66,0,2023-10-16 05:21:39,2023-11-11 16:03:30
688,268,Clássica Impacto Digital,TV,692.18,0,2016-09-08 19:57:10,2017-05-18 06:40:49
689,11,Direta Campanha Tradicional,Email Marketing,324.19,0,2023-08-03 13:49:33,2023-11-10 23:06:22
690,86,Direta Promoção Sustentável,Email Marketing,973.85,0,2024-02-13 17:46:01,2024-03-16 11:33:03
691,110,Conectada Impacto Sustentável,Redes Sociais,456.39,0,2016-12-21 05:38:04,2017-10-01 17:39:45
692,882,Conectada Campanha Artística,Redes Sociais,848.71,0,2022-10-13 13:52:51,2023-08-06 17:08:14
693,148,Conectada Impacto Sustentável,Redes Sociais,277.3,0,2014-05-22 18:56:37,2014-08-04 03:31:13
694,910,Conectada Promoção Sustentável,Redes Sociais,274.33,0,2021-09-13 22:03:14,2021-12-29 08:20:17
695,184,Clássica Impacto Tecnológica,TV,939.8,0,2019-07-31 16:26:21,2020-07-12 22:01:19
696,969,Clássica Impacto De Luxo,TV,647.68,0,2020-11-29 21:51:29,2021-11-07 05:19:15
697,347,Viral Impacto Retro,Influenciadores,222.27,0,2023-09-30 15:38:14,2024-09-17 22:08:25
698,73,Clássica Impacto Tradicional,TV,662.02,0,2022-07-20 00:52:08,2022-12-29 12:18:23
699,175,Direta Impacto Online,Email Marketing,257.11,0,2021-08-12 06:55:05,2022-01-29 06:34:10
700,411,Direta Impacto Digital,Email Marketing,756.13,0,2016-12-25 23:44:07,2017-07-29 06:53:47
701,813,Clássica Campanha Ecológica,TV,723.05,0,2018-03-29 03:55:09,2018-06-24 23:35:20
702,226,Viral Promoção Sustentável,Influenciadores,562.88,0,2018-09-05 09:38:54,2019-06-10 03:53:11
703,355,Alvo Campanha Urbana,Google Ads,692.96,0,2017-08-05 23:02:48,2018-03-18 18:16:25
704,726,Conectada Campanha Gourmet,Redes Sociais,831.82,0,2024-09-20 06:18:47,2025-03-22 12:00:43
705,259,Clássica Campanha Tradicional,TV,558.1,0,2018-01-04 22:42:37,2018-07-11 23:09:12
706,709,Clássica Campanha Artística,TV,414.42,0,2015-02-02 07:23:21,2015-11-02 17:21:39
707,624,Direta Promoção Clássica,Email Marketing,936.64,0,2022-05-23 07:22:49,2022-08-07 20:45:28
708,413,Alvo Impacto Rural,Google Ads,969.38,0,2017-02-17 05:14:31,2017-04-19 02:25:03
709,371,Viral Campanha Local,Influenciadores,513.45,0,2020-02-10 14:20:12,2020-05-13 19:47:15
710,299,Alvo Promoção Gourmet,Google Ads,485.22,0,2015-12-18 00:23:43,2016-03-17 07:53:40
711,412,Conectada Promoção Vintage,Redes Sociais,609.43,0,2024-01-10 21:48:54,2024-02-15 14:44:39
712,348,Conectada Impacto Vintage,Redes Sociais,560.18,0,2018-05-18 02:56:47,2018-06-16 17:33:22
713,724,Direta Impacto Gourmet,Email Marketing,912.19,0,2014-07-21 13:58:10,2015-02-12 16:08:44
714,50,Direta Promoção Online,Email Marketing,525.23,0,2018-06-10 00:06:12,2018-07-17 16:52:27
715,966,Clássica Campanha Retro,TV,972.67,0,2015-02-12 00:48:05,2015-02-28 03:32:21
716,243,Conectada Promoção Global,Redes Sociais,287.13,0,2020-05-03 06:12:46,2020-06-22 02:04:04
717,303,Clássica Impacto Inovação,TV,341.15,0,2015-01-13 21:43:36,2015-02-10 13:09:28
718,714,Clássica Promoção Artística,TV,601.0,0,2018-07-30 05:47:58,2018-09-03 21:20:43
719,922,Viral Campanha Global,Influenciadores,752.37,0,2015-06-25 01:19:48,2016-02-15 23:39:44
720,986,Direta Promoção Gourmet,Email Marketing,270.1,0,2023-12-02 23:20:32,2024-06-21 08:34:34
721,442,Direta Campanha Clássica,Email Marketing,202.59,0,2024-10-27 21:43:05,2025-09-08 13:26:54
722,490,Direta Promoção Nacional,Email Marketing,524.52,0,2023-10-23 23:57:39,2024-03-05 18:27:22
723,539,Alvo Campanha Tecnológica,Google Ads,658.42,0,2019-06-19 21:52:14,2020-03-14 03:56:03
724,689,Direta Impacto Retro,Email Marketing,393.88,0,2021-02-21 03:25:05,2021-09-01 17:28:16
725,32,Viral Impacto Nacional,Influenciadores,937.24,0,2017-04-06 16:22:22,2017-06-06 00:32:18
726,707,Conectada Campanha Digital,Redes Sociais,457.0,0,2014-03-21 02:31:38,2015-02-04 23:38:46
727,76,Conectada Promoção Familiar,Redes Sociais,856.47,0,2022-08-03 22:01:00,2023-01-08 06:16:58
728,472,Viral Promoção Sustentável,Influenciadores,801.69,0,2020-11-07 09:38:46,2021-02-18 20:22:02
729,388,Direta Campanha Tecnológica,Email Marketing,835.42,0,2024-09-10 00:42:22,2024-11-26 23:16:34
730,66,Direta Campanha Desportiva,Email Marketing,510.3,0,2016-09-10 22:52:27,2017-05-18 16:11:36
731,207,Clássica Campanha Cultural,TV,297.94,0,2021-02-17 12:04:33,2021-03-19 09:08:06
732,511,Conectada Impacto Retro,Redes Sociais,917.09,0,2020-11-21 03:59:34,2021-02-05 17:55:00
733,287,Clássica Promoção Sustentável,TV,690.84,0,2016-07-26 04:41:03,2017-04-24 23:08:02
734,28,Clássica Impacto Artística,TV,303.23,0,2018-01-22 22:30:07,2019-01-08 22:25:35
735,667,Conectada Campanha Inovação,Redes Sociais,740.42,0,2020-06-27 12:33:39,2021-01-23 05:16:12
736,722,Conectada Promoção Urbana,Redes Sociais,463.72,0,2014-01-28 09:06:32,2015-01-26 16:56:12
737,684,Viral Promoção Inovação,Influenciadores,534.96,0,2024-05-20 02:25:05,2025-02-12 16:19:31
738,473,Clássica Promoção Ecológica,TV,658.5,0,2019-12-14 04:04:47,2020-03-13 15:45:11
