Produto_ID,Nome,Categoria,Cor,Descrição,Tamanho,Preço,Custo_Aquisição,Imagem
209,Modi,Roupas,Verde,Magnam quos ipsa est sunt tenetur ea.,XS,85.26,48.23,https://source.unsplash.com/200x200/?roupas
210,Adipisci,Roupas,Amarelo,Deleniti possimus accusantium porro.,XS,83.6,36.26,https://source.unsplash.com/200x200/?roupas
211,Ipsam,Calçado,Vermelho,Eos voluptatum odit accusantium corrupti nihil libero.,39,67.0,49.8,https://source.unsplash.com/200x200/?calçado
212,Hic,Calçado,Cinzento,Doloremque voluptate ipsam eius porro neque assumenda maxime.,43,87.93,32.39,https://source.unsplash.com/200x200/?calçado
213,Ad,Calçado,Azul,Rem laborum eius facilis.,43,41.03,38.73,https://source.unsplash.com/200x200/?calçado
214,Dolor,Calçado,Amarelo,Harum recusandae perspiciatis quisquam veniam.,35,70.0,10.9,https://source.unsplash.com/200x200/?calçado
215,Tempora,Calçado,Laranja,Tempora animi perspiciatis quae nesciunt.,36,21.78,48.66,https://source.unsplash.com/200x200/?calçado
216,Deleniti,Calçado,Rosa,A eum culpa incidunt.,40,43.96,34.4,https://source.unsplash.com/200x200/?calçado
217,Commodi,Roupas,Laranja,Iste soluta aut culpa eum quasi quo.,M,68.77,36.97,https://source.unsplash.com/200x200/?roupas
218,Quae,Calçado,Verde,Aliquam iusto ipsa illo soluta consectetur.,43,44.78,47.6,https://source.unsplash.com/200x200/?calçado
219,Ut,Roupas,Cinzento,Rerum nesciunt natus facere.,S,96.53,46.26,https://source.unsplash.com/200x200/?roupas
220,Exercitationem,Calçado,Amarelo,Ratione atque ea eveniet.,36,62.71,34.87,https://source.unsplash.com/200x200/?calçado
221,Fugiat,Roupas,Laranja,Incidunt eaque ratione perferendis recusandae.,XXL,24.3,14.93,https://source.unsplash.com/200x200/?roupas
222,Maxime,Calçado,Branco,Eos eum dolorum dolores.,35,32.67,11.56,https://source.unsplash.com/200x200/?calçado
223,Modi,Calçado,Branco,Officiis vitae sunt.,37,63.42,21.62,https://source.unsplash.com/200x200/?calçado
224,Ad,Calçado,Branco,Porro dignissimos doloremque officia.,42,94.54,48.01,https://source.unsplash.com/200x200/?calçado
225,Doloremque,Roupas,Rosa,Cumque earum est iure.,L,62.83,31.99,https://source.unsplash.com/200x200/?roupas
226,Quisquam,Roupas,Cinzento,Repellat temporibus voluptatum rem vel.,XS,25.4,20.86,https://source.unsplash.com/200x200/?roupas
227,Alias,Roupas,Verde,Harum corrupti sed sunt.,XL,92.29,40.12,https://source.unsplash.com/200x200/?roupas
228,Facilis,Roupas,Amarelo,Voluptatibus doloribus dolores laborum nostrum molestias rem.,S,64.16,32.65,https://source.unsplash.com/200x200/?roupas
229,Vero,Calçado,Rosa,Facilis accusantium maxime eveniet libero.,37,63.71,23.78,https://source.unsplash.com/200x200/?calçado
230,Magni,Roupas,Cinzento,Molestias dignissimos quibusdam est voluptatem laboriosam illum.,S,34.53,20.53,https://source.unsplash.com/200x200/?roupas
231,Ea,Calçado,Roxo,Reprehenderit atque architecto aut sit.,44,45.21,35.04,https://source.unsplash.com/200x200/?calçado
232,Aliquid,Roupas,Vermelho,Ab laudantium voluptates non ratione.,XS,41.4,43.85,https://source.unsplash.com/200x200/?roupas
233,Omnis,Roupas,Preto,Aperiam nesciunt quibusdam expedita ab quasi placeat.,XL,83.67,34.85,https://source.unsplash.com/200x200/?roupas
234,Dolores,Roupas,Vermelho,Error quae commodi sequi vel facilis reiciendis aliquam.,M,29.32,46.06,https://source.unsplash.com/200x200/?roupas
235,Ab,Roupas,Cinzento,Doloribus hic nulla commodi repellat.,M,81.35,21.56,https://source.unsplash.com/200x200/?roupas
236,A,Roupas,Preto,Ad in totam.,XL,64.86,24.16,https://source.unsplash.com/200x200/?roupas
237,Nihil,Roupas,Vermelho,Adipisci minima cum placeat a non iste.,XL,80.21,47.1,https://source.unsplash.com/200x200/?roupas
238,Modi,Calçado,Azul,Maiores eligendi autem laboriosam vero.,44,69.86,12.95,https://source.unsplash.com/200x200/?calçado
239,Qui,Roupas,Azul,Dolores vitae libero in magnam.,M,91.83,41.36,https://source.unsplash.com/200x200/?roupas
240,Ipsum,Calçado,Vermelho,Repellat autem sint.,43,73.02,13.02,https://source.unsplash.com/200x200/?calçado
241,Rerum,Roupas,Preto,Reiciendis delectus doloremque eveniet quod.,XXL,21.68,24.65,https://source.unsplash.com/200x200/?roupas
242,Assumenda,Roupas,Azul,Soluta voluptatem ea explicabo.,XXL,70.83,46.87,https://source.unsplash.com/200x200/?roupas
243,Exercitationem,Calçado,Roxo,Tempore qui ratione suscipit.,36,41.34,31.81,https://source.unsplash.com/200x200/?calçado
244,Cum,Roupas,Verde,Exercitationem officiis ab ad architecto quos in.,M,45.9,11.02,https://source.unsplash.com/200x200/?roupas
245,Quasi,Calçado,Laranja,Commodi velit ab.,44,59.65,24.14,https://source.unsplash.com/200x200/?calçado
246,Dolores,Calçado,Preto,Placeat voluptatem ab.,38,67.3,25.07,https://source.unsplash.com/200x200/?calçado
247,Exercitationem,Calçado,Vermelho,Temporibus perspiciatis facilis facere.,43,33.46,23.9,https://source.unsplash.com/200x200/?calçado
248,Accusamus,Calçado,Roxo,Blanditiis eveniet voluptatem fuga mollitia esse.,39,59.64,17.26,https://source.unsplash.com/200x200/?calçado
249,Sint,Roupas,Rosa,Nostrum consequuntur explicabo est incidunt.,XS,76.39,16.42,https://source.unsplash.com/200x200/?roupas
250,Eaque,Calçado,Cinzento,Adipisci doloribus unde doloremque debitis culpa molestias ut.,44,32.19,46.28,https://source.unsplash.com/200x200/?calçado
251,Velit,Roupas,Roxo,Maiores iusto commodi corporis beatae ea sunt deserunt.,XS,97.7,15.5,https://source.unsplash.com/200x200/?roupas
252,Animi,Roupas,Preto,Quod repellat fuga autem porro dolores voluptate.,XS,52.13,25.47,https://source.unsplash.com/200x200/?roupas
253,Id,Calçado,Branco,Quaerat rerum dolorum nostrum dignissimos quibusdam quasi.,41,82.71,12.51,https://source.unsplash.com/200x200/?calçado
254,Iste,Roupas,Branco,Magnam saepe ut id.,M,36.82,40.94,https://source.unsplash.com/200x200/?roupas
255,Quas,Roupas,Azul,Laudantium fugit maxime aspernatur doloribus.,M,58.89,49.65,https://source.unsplash.com/200x200/?roupas
256,Voluptate,Calçado,Vermelho,Fugiat reiciendis ipsum molestiae.,45,65.02,26.47,https://source.unsplash.com/200x200/?calçado
257,Quaerat,Roupas,Cinzento,Culpa provident non id optio.,L,53.05,42.14,https://source.unsplash.com/200x200/?roupas
258,Voluptates,Roupas,Cinzento,Itaque libero numquam exercitationem nobis consequuntur.,XL,48.57,26.25,https://source.unsplash.com/200x200/?roupas
259,Harum,Roupas,Vermelho,Assumenda aut dolor ab saepe non repellat.,S,53.82,34.55,https://source.unsplash.com/200x200/?roupas
260,Ea,Calçado,Amarelo,Impedit fuga pariatur illum nulla animi quod aperiam.,42,36.74,14.28,https://source.unsplash.com/200x200/?calçado
261,Consequuntur,Calçado,Azul,Labore aliquid dolores debitis tempora tenetur.,41,34.34,30.63,https://source.unsplash.com/200x200/?calçado
262,Molestiae,Roupas,Laranja,Non consequatur voluptate dolores omnis numquam.,XS,31.06,19.08,https://source.unsplash.com/200x200/?roupas
263,Sunt,Calçado,Preto,Distinctio iure minima accusantium minus.,40,73.3,47.06,https://source.unsplash.com/200x200/?calçado
264,Tenetur,Calçado,Azul,Reprehenderit cum rerum nihil ea odio quis.,43,23.52,24.5,https://source.unsplash.com/200x200/?calçado
265,Sit,Calçado,Roxo,Labore labore a perspiciatis perspiciatis aut ipsa asperiores.,39,96.61,47.12,https://source.unsplash.com/200x200/?calçado
266,Quaerat,Roupas,Rosa,Quis sit facere magni sapiente accusantium.,L,99.23,32.9,https://source.unsplash.com/200x200/?roupas
267,Recusandae,Calçado,Rosa,Explicabo suscipit ipsum quis reiciendis.,38,21.02,42.81,https://source.unsplash.com/200x200/?calçado
268,Voluptas,Calçado,Verde,Laudantium sint ea minus iusto.,45,87.48,45.76,https://source.unsplash.com/200x200/?calçado
269,Hic,Roupas,Vermelho,Libero quo doloribus dicta et hic eos.,L,75.91,37.48,https://source.unsplash.com/200x200/?roupas
270,Aut,Roupas,Cinzento,Molestias atque pariatur illo officiis reprehenderit.,XS,31.35,32.26,https://source.unsplash.com/200x200/?roupas
271,Odio,Calçado,Amarelo,Facere accusantium excepturi necessitatibus.,40,58.57,36.48,https://source.unsplash.com/200x200/?calçado
272,Molestiae,Roupas,Azul,Laborum nulla asperiores asperiores.,S,51.72,40.31,https://source.unsplash.com/200x200/?roupas
273,Consequatur,Roupas,Preto,In id veritatis minus sed.,XS,38.28,49.87,https://source.unsplash.com/200x200/?roupas
274,Corrupti,Roupas,Branco,Voluptatem molestias ratione.,L,91.51,44.59,https://source.unsplash.com/200x200/?roupas
275,Id,Calçado,Branco,Aspernatur ad eligendi.,41,51.11,42.46,https://source.unsplash.com/200x200/?calçado
276,Nihil,Roupas,Cinzento,Unde ad asperiores possimus voluptates.,XS,93.04,35.0,https://source.unsplash.com/200x200/?roupas
277,Harum,Calçado,Preto,Labore quos explicabo consequuntur sapiente incidunt.,42,23.58,40.5,https://source.unsplash.com/200x200/?calçado
278,In,Roupas,Verde,Deserunt et ut amet eius.,M,90.79,49.93,https://source.unsplash.com/200x200/?roupas
279,Sit,Calçado,Roxo,Maxime cupiditate aspernatur laborum sit.,42,55.66,22.17,https://source.unsplash.com/200x200/?calçado
280,Natus,Calçado,Azul,Veritatis officia quas.,42,50.19,42.82,https://source.unsplash.com/200x200/?calçado
281,Deserunt,Calçado,Azul,Rerum omnis beatae dicta assumenda voluptatem reprehenderit dolorum.,41,39.82,20.88,https://source.unsplash.com/200x200/?calçado
282,Omnis,Calçado,Cinzento,Culpa dicta totam repellendus unde quis debitis.,40,71.39,27.2,https://source.unsplash.com/200x200/?calçado
283,Reiciendis,Roupas,Laranja,Exercitationem magnam distinctio repellendus assumenda.,XL,46.91,17.27,https://source.unsplash.com/200x200/?roupas
284,Dolores,Calçado,Rosa,At praesentium rem saepe perspiciatis ab.,40,26.11,49.79,https://source.unsplash.com/200x200/?calçado
285,Autem,Roupas,Azul,Fugit assumenda nisi sunt inventore velit nesciunt.,S,48.39,14.13,https://source.unsplash.com/200x200/?roupas
286,Maxime,Calçado,Roxo,Tempora necessitatibus ab repellendus.,40,62.8,45.29,https://source.unsplash.com/200x200/?calçado
287,Totam,Roupas,Laranja,Quod dolorum voluptates quas illo.,L,61.67,38.62,https://source.unsplash.com/200x200/?roupas
288,Pariatur,Calçado,Amarelo,Nisi omnis reiciendis ea cum tenetur.,37,62.27,16.47,https://source.unsplash.com/200x200/?calçado
289,Quibusdam,Calçado,Branco,Vero nihil enim vero error rem animi.,35,88.19,41.77,https://source.unsplash.com/200x200/?calçado
290,Iure,Roupas,Verde,Eaque doloremque sed minima architecto amet.,XL,57.5,41.8,https://source.unsplash.com/200x200/?roupas
291,Repellat,Calçado,Cinzento,Labore nostrum mollitia molestiae cupiditate unde.,43,54.01,13.29,https://source.unsplash.com/200x200/?calçado
292,Tenetur,Roupas,Rosa,Quaerat alias quae.,XL,77.23,16.02,https://source.unsplash.com/200x200/?roupas
293,Saepe,Roupas,Preto,Nostrum quia necessitatibus ullam.,L,87.6,16.46,https://source.unsplash.com/200x200/?roupas
294,Incidunt,Roupas,Cinzento,Non asperiores id labore ad corrupti distinctio.,S,97.75,29.37,https://source.unsplash.com/200x200/?roupas
295,Odit,Roupas,Verde,Dicta incidunt repellat sed nemo.,M,39.37,40.03,https://source.unsplash.com/200x200/?roupas
296,Corporis,Roupas,Amarelo,Doloribus modi blanditiis debitis ipsam suscipit.,L,60.52,42.34,https://source.unsplash.com/200x200/?roupas
297,Doloribus,Roupas,Verde,Exercitationem at omnis voluptas voluptatum recusandae.,M,47.14,30.39,https://source.unsplash.com/200x200/?roupas
298,Excepturi,Calçado,Amarelo,Occaecati quisquam voluptate totam.,40,27.8,14.89,https://source.unsplash.com/200x200/?calçado
299,Minima,Roupas,Laranja,Voluptatum laboriosam labore debitis corporis quaerat vel doloremque.,M,48.94,26.08,https://source.unsplash.com/200x200/?roupas
300,Itaque,Roupas,Roxo,Animi neque velit totam.,M,58.35,21.64,https://source.unsplash.com/200x200/?roupas
301,Aut,Calçado,Branco,Earum magni maxime quos reiciendis aut amet culpa.,40,51.49,32.06,https://source.unsplash.com/200x200/?calçado
302,Facilis,Calçado,Azul,Quis recusandae facilis dicta eaque natus.,44,28.41,11.11,https://source.unsplash.com/200x200/?calçado
303,Doloribus,Calçado,Cinzento,Tenetur est iure voluptatem maxime dolores.,44,29.75,34.02,https://source.unsplash.com/200x200/?calçado
304,Et,Calçado,Amarelo,Architecto est praesentium debitis placeat.,44,60.53,47.96,https://source.unsplash.com/200x200/?calçado
305,Laudantium,Roupas,Verde,Pariatur mollitia nulla aut consequuntur.,M,45.85,30.51,https://source.unsplash.com/200x200/?roupas
306,Eligendi,Calçado,Verde,Sequi est sint iste.,41,62.61,38.65,https://source.unsplash.com/200x200/?calçado
307,Deleniti,Calçado,Azul,A consectetur exercitationem itaque nesciunt.,39,22.15,18.49,https://source.unsplash.com/200x200/?calçado
308,Sapiente,Roupas,Rosa,Aspernatur rem veritatis error vitae necessitatibus amet deleniti.,XL,94.79,48.73,https://source.unsplash.com/200x200/?roupas
309,Cum,Roupas,Azul,Sequi porro ipsa exercitationem vel.,S,43.91,19.15,https://source.unsplash.com/200x200/?roupas
310,Blanditiis,Roupas,Rosa,Cumque quaerat accusamus velit saepe architecto.,XXL,33.48,43.79,https://source.unsplash.com/200x200/?roupas
311,Nam,Calçado,Roxo,Fuga ex quia at excepturi commodi suscipit officia.,43,21.92,13.55,https://source.unsplash.com/200x200/?calçado
312,Consectetur,Calçado,Verde,Eos aliquam quaerat similique facilis ipsa.,44,49.57,44.51,https://source.unsplash.com/200x200/?calçado
313,Laboriosam,Roupas,Laranja,Nisi cumque culpa odio.,L,54.67,49.08,https://source.unsplash.com/200x200/?roupas
314,Doloribus,Roupas,Preto,Provident consequuntur cumque optio corrupti consequatur dignissimos saepe.,L,93.53,32.67,https://source.unsplash.com/200x200/?roupas
315,Possimus,Roupas,Cinzento,Velit laboriosam minima non deleniti aliquid repellendus fuga.,XS,39.16,34.07,https://source.unsplash.com/200x200/?roupas
316,Perspiciatis,Roupas,Roxo,Hic excepturi cum velit.,XS,92.22,38.75,https://source.unsplash.com/200x200/?roupas
317,Impedit,Roupas,Verde,Minus est veniam unde incidunt.,L,36.19,13.62,https://source.unsplash.com/200x200/?roupas
318,Aspernatur,Calçado,Roxo,Iste ullam earum aut fugit.,40,78.86,17.0,https://source.unsplash.com/200x200/?calçado
319,Explicabo,Roupas,Laranja,Harum totam quis.,XXL,90.41,16.91,https://source.unsplash.com/200x200/?roupas
320,Dolor,Calçado,Laranja,Laudantium tempora temporibus corporis dolore esse.,43,55.69,26.47,https://source.unsplash.com/200x200/?calçado
321,Possimus,Calçado,Azul,Assumenda expedita atque optio odit enim architecto.,45,70.11,45.77,https://source.unsplash.com/200x200/?calçado
322,Quam,Calçado,Verde,Porro cum mollitia laudantium cum.,36,34.59,16.95,https://source.unsplash.com/200x200/?calçado
323,Et,Roupas,Roxo,Deserunt quidem perferendis deleniti sapiente quia neque.,L,46.67,31.97,https://source.unsplash.com/200x200/?roupas
324,Voluptatem,Calçado,Roxo,Rem beatae iste.,37,58.69,35.38,https://source.unsplash.com/200x200/?calçado
325,Velit,Calçado,Vermelho,Voluptatibus quibusdam dolor quis vel.,36,65.42,14.32,https://source.unsplash.com/200x200/?calçado
326,Similique,Roupas,Verde,Maiores quibusdam excepturi voluptates odit optio similique.,L,42.12,49.04,https://source.unsplash.com/200x200/?roupas
327,Consequuntur,Roupas,Amarelo,Quas voluptatibus saepe saepe accusantium veritatis ipsa.,XXL,29.08,32.97,https://source.unsplash.com/200x200/?roupas
328,Ab,Roupas,Laranja,Vitae ipsam officia delectus exercitationem.,S,39.27,14.95,https://source.unsplash.com/200x200/?roupas
329,Doloribus,Calçado,Vermelho,Laborum repellat molestias possimus iure eveniet.,44,71.55,21.72,https://source.unsplash.com/200x200/?calçado
330,Reiciendis,Roupas,Roxo,Iste facere quas enim quisquam quis sint itaque.,L,60.98,29.16,https://source.unsplash.com/200x200/?roupas
331,Voluptatibus,Roupas,Roxo,Incidunt nulla ipsam nisi magni quibusdam.,XS,57.8,10.34,https://source.unsplash.com/200x200/?roupas
332,Optio,Roupas,Amarelo,Ex cum nam sed quaerat incidunt inventore.,S,92.61,16.33,https://source.unsplash.com/200x200/?roupas
333,Reiciendis,Calçado,Preto,Totam beatae consequuntur nisi ducimus tempore beatae soluta.,37,26.51,24.11,https://source.unsplash.com/200x200/?calçado
334,Fuga,Calçado,Rosa,Facere aut nisi.,45,81.69,38.66,https://source.unsplash.com/200x200/?calçado
335,Enim,Calçado,Azul,Inventore dolore numquam esse.,35,48.64,11.53,https://source.unsplash.com/200x200/?calçado
336,Delectus,Calçado,Amarelo,Ex a expedita earum molestias.,38,26.62,34.88,https://source.unsplash.com/200x200/?calçado
337,Blanditiis,Calçado,Cinzento,Omnis voluptate explicabo impedit maiores assumenda totam.,44,43.41,39.19,https://source.unsplash.com/200x200/?calçado
338,Amet,Roupas,Preto,Blanditiis accusamus pariatur molestiae.,XXL,34.2,31.07,https://source.unsplash.com/200x200/?roupas
339,Nobis,Calçado,Verde,Dolor iste enim.,43,97.06,12.48,https://source.unsplash.com/200x200/?calçado
340,Debitis,Roupas,Amarelo,Est exercitationem iste placeat aliquid.,M,40.68,35.26,https://source.unsplash.com/200x200/?roupas
341,Suscipit,Roupas,Vermelho,Nobis adipisci non.,XXL,84.84,26.49,https://source.unsplash.com/200x200/?roupas
342,Molestias,Roupas,Rosa,Blanditiis necessitatibus error optio pariatur odit tempore.,S,99.9,26.3,https://source.unsplash.com/200x200/?roupas
343,Nihil,Roupas,Cinzento,Ratione ipsa voluptates deserunt nostrum.,XS,74.19,22.79,https://source.unsplash.com/200x200/?roupas
344,Excepturi,Roupas,Rosa,Maiores consectetur alias reiciendis tenetur aperiam.,XL,92.4,11.75,https://source.unsplash.com/200x200/?roupas
345,Nulla,Calçado,Vermelho,Sequi expedita hic ad.,43,70.49,27.17,https://source.unsplash.com/200x200/?calçado
346,Totam,Calçado,Azul,Molestiae alias similique id.,37,24.93,17.99,https://source.unsplash.com/200x200/?calçado
347,Consequatur,Calçado,Verde,Ipsa eum quidem nam voluptate aut dolor praesentium.,36,74.84,15.55,https://source.unsplash.com/200x200/?calçado
348,Aperiam,Roupas,Verde,Deserunt quo alias a ex sunt vitae nesciunt.,L,40.47,43.23,https://source.unsplash.com/200x200/?roupas
349,Quos,Calçado,Cinzento,Quae ut velit.,37,58.11,17.78,https://source.unsplash.com/200x200/?calçado
350,Recusandae,Roupas,Amarelo,Nostrum itaque cupiditate impedit impedit nostrum.,XXL,24.77,44.11,https://source.unsplash.com/200x200/?roupas
351,Illum,Calçado,Vermelho,Commodi excepturi illum officiis quis aut laudantium.,43,57.59,46.34,https://source.unsplash.com/200x200/?calçado
352,Molestiae,Calçado,Rosa,Dolor rem ducimus esse.,37,59.02,48.69,https://source.unsplash.com/200x200/?calçado
353,Unde,Calçado,Cinzento,Quisquam a modi beatae quo.,40,37.76,47.89,https://source.unsplash.com/200x200/?calçado
354,Velit,Calçado,Verde,Sint similique sint illum vero itaque nemo rerum.,41,82.59,21.94,https://source.unsplash.com/200x200/?calçado
355,Impedit,Roupas,Azul,Earum unde cumque mollitia reprehenderit debitis autem.,XXL,73.64,37.96,https://source.unsplash.com/200x200/?roupas
356,Voluptas,Calçado,Preto,Odio eveniet odit ex.,38,98.03,41.58,https://source.unsplash.com/200x200/?calçado
357,Quasi,Roupas,Laranja,Nam inventore reprehenderit magnam ab.,XS,75.15,43.01,https://source.unsplash.com/200x200/?roupas
358,Doloremque,Roupas,Verde,Fugit et magni facere vero numquam ad.,M,59.77,38.26,https://source.unsplash.com/200x200/?roupas
359,Voluptas,Calçado,Laranja,Ab pariatur magni culpa.,45,37.88,27.74,https://source.unsplash.com/200x200/?calçado
360,Dolorem,Calçado,Roxo,Debitis aperiam culpa nostrum iusto distinctio maiores.,43,27.11,39.2,https://source.unsplash.com/200x200/?calçado
361,Animi,Calçado,Cinzento,Voluptate delectus architecto aspernatur velit repudiandae esse.,40,52.99,25.1,https://source.unsplash.com/200x200/?calçado
362,Accusantium,Calçado,Branco,Esse quis quae minima beatae.,45,90.41,14.15,https://source.unsplash.com/200x200/?calçado
363,Quidem,Calçado,Preto,Doloribus consequatur sequi suscipit dolorum repellat fugiat autem.,41,32.57,39.95,https://source.unsplash.com/200x200/?calçado
364,Illo,Roupas,Rosa,Distinctio voluptate amet assumenda esse optio.,M,54.87,36.65,https://source.unsplash.com/200x200/?roupas
365,Dignissimos,Calçado,Roxo,Laudantium iure amet maxime.,43,83.2,30.3,https://source.unsplash.com/200x200/?calçado
366,Maiores,Calçado,Cinzento,Repellat ullam nam.,35,82.78,18.19,https://source.unsplash.com/200x200/?calçado
367,Hic,Calçado,Azul,In consequuntur dolorum natus.,35,74.9,46.28,https://source.unsplash.com/200x200/?calçado
368,Nobis,Calçado,Branco,Modi rem explicabo nobis.,37,63.7,35.3,https://source.unsplash.com/200x200/?calçado
369,Mollitia,Roupas,Vermelho,Eum iusto ut tenetur dolores.,S,69.36,35.98,https://source.unsplash.com/200x200/?roupas
370,Neque,Roupas,Rosa,Perspiciatis maxime neque unde totam excepturi.,XS,83.37,29.38,https://source.unsplash.com/200x200/?roupas
371,Non,Calçado,Roxo,Ipsam dignissimos officia nulla.,43,21.0,35.27,https://source.unsplash.com/200x200/?calçado
372,Sapiente,Calçado,Preto,Dolorum quae eius debitis voluptate velit numquam soluta.,45,29.7,14.45,https://source.unsplash.com/200x200/?calçado
373,Aperiam,Calçado,Verde,At cum cupiditate doloribus excepturi cumque ipsum.,43,86.89,37.51,https://source.unsplash.com/200x200/?calçado
374,Facere,Calçado,Vermelho,Similique consequatur nihil.,39,28.74,28.91,https://source.unsplash.com/200x200/?calçado
375,In,Calçado,Preto,Ab reprehenderit libero numquam itaque fugit magni.,40,77.57,17.9,https://source.unsplash.com/200x200/?calçado
376,Officiis,Calçado,Vermelho,Ab voluptatum nostrum illum impedit.,39,47.24,15.45,https://source.unsplash.com/200x200/?calçado
377,Dolore,Calçado,Cinzento,Amet non error rerum voluptates exercitationem provident maxime.,45,79.67,21.46,https://source.unsplash.com/200x200/?calçado
378,Quo,Calçado,Vermelho,Accusantium dolore debitis similique molestias quidem praesentium optio.,38,22.38,43.1,https://source.unsplash.com/200x200/?calçado
379,Nihil,Calçado,Roxo,Minus pariatur hic adipisci laboriosam quaerat commodi.,35,42.74,28.68,https://source.unsplash.com/200x200/?calçado
380,Quibusdam,Roupas,Laranja,Quia facere praesentium fugiat accusamus.,XXL,45.45,40.72,https://source.unsplash.com/200x200/?roupas
381,Nulla,Calçado,Verde,Accusantium doloremque consequuntur odio atque at.,37,94.65,21.74,https://source.unsplash.com/200x200/?calçado
382,Veniam,Roupas,Roxo,Quibusdam maiores illum sapiente inventore blanditiis alias.,XL,99.86,28.71,https://source.unsplash.com/200x200/?roupas
383,Assumenda,Calçado,Preto,Itaque cumque saepe error nobis quaerat voluptatum totam.,40,87.61,12.97,https://source.unsplash.com/200x200/?calçado
384,Quam,Roupas,Rosa,Atque quibusdam excepturi provident nemo.,M,76.44,20.72,https://source.unsplash.com/200x200/?roupas
385,Mollitia,Roupas,Amarelo,Fugit ex nulla odit.,XL,21.66,44.22,https://source.unsplash.com/200x200/?roupas
386,In,Roupas,Laranja,Perspiciatis reprehenderit non iure repellat ab quidem harum.,S,37.56,39.22,https://source.unsplash.com/200x200/?roupas
387,Nobis,Calçado,Rosa,Repudiandae eligendi et quod inventore saepe animi aliquam.,35,78.36,49.59,https://source.unsplash.com/200x200/?calçado
388,Fuga,Roupas,Laranja,Suscipit doloribus vitae dolorem voluptatibus.,M,69.59,18.0,https://source.unsplash.com/200x200/?roupas
389,Suscipit,Roupas,Branco,Expedita dolore et voluptatum.,L,91.15,17.65,https://source.unsplash.com/200x200/?roupas
390,Rem,Roupas,Preto,Molestias repellendus tempore minus.,M,97.58,18.05,https://source.unsplash.com/200x200/?roupas
391,Tempora,Roupas,Vermelho,Natus temporibus mollitia assumenda perspiciatis sapiente quasi laudantium.,M,91.94,33.19,https://source.unsplash.com/200x200/?roupas
392,Qui,Roupas,Verde,Distinctio temporibus recusandae quisquam nemo odio.,XS,79.33,32.78,https://source.unsplash.com/200x200/?roupas
393,Nostrum,Calçado,Vermelho,Temporibus veritatis fuga provident reprehenderit molestiae.,41,24.54,35.17,https://source.unsplash.com/200x200/?calçado
394,Ipsum,Calçado,Verde,Explicabo possimus rem perspiciatis hic dignissimos.,39,40.42,14.51,https://source.unsplash.com/200x200/?calçado
395,Perferendis,Roupas,Azul,Alias aperiam ullam nobis illum adipisci eos.,M,67.94,22.76,https://source.unsplash.com/200x200/?roupas
396,Dolorum,Roupas,Amarelo,Reiciendis at odit sed veritatis.,XXL,82.13,38.63,https://source.unsplash.com/200x200/?roupas
397,Velit,Calçado,Vermelho,Fugiat dolorem corporis aperiam consequatur.,41,75.12,12.1,https://source.unsplash.com/200x200/?calçado
398,Quibusdam,Roupas,Branco,Dolorum debitis est ab laudantium fuga temporibus quaerat.,L,77.87,45.79,https://source.unsplash.com/200x200/?roupas
399,Recusandae,Calçado,Branco,Quas aspernatur voluptatem quo libero.,41,65.9,23.65,https://source.unsplash.com/200x200/?calçado
400,Dignissimos,Calçado,Amarelo,Ipsum tempore tempora animi ducimus delectus.,39,83.71,41.27,https://source.unsplash.com/200x200/?calçado
401,Ut,Calçado,Rosa,Molestias est eos ratione.,45,28.77,10.05,https://source.unsplash.com/200x200/?calçado
402,Illum,Roupas,Cinzento,Atque temporibus unde doloribus saepe praesentium corporis.,S,42.23,22.64,https://source.unsplash.com/200x200/?roupas
403,Natus,Roupas,Branco,Et numquam iure minus cum dignissimos iusto.,XS,82.21,39.13,https://source.unsplash.com/200x200/?roupas
404,Suscipit,Calçado,Verde,Dolor repellendus ea consequuntur a dolore.,43,56.86,40.08,https://source.unsplash.com/200x200/?calçado
405,Eveniet,Roupas,Laranja,Dolorem facere in nulla numquam aliquid vero voluptates.,XXL,98.39,33.47,https://source.unsplash.com/200x200/?roupas
406,Delectus,Roupas,Azul,Consequuntur perspiciatis mollitia.,XL,55.21,19.38,https://source.unsplash.com/200x200/?roupas
407,Magni,Calçado,Azul,Architecto ipsum incidunt unde reprehenderit nesciunt delectus.,35,48.64,12.95,https://source.unsplash.com/200x200/?calçado
408,Architecto,Roupas,Rosa,Laboriosam praesentium ad.,XL,76.33,22.52,https://source.unsplash.com/200x200/?roupas
409,Pariatur,Calçado,Azul,Provident quaerat optio cumque deserunt.,40,48.34,33.56,https://source.unsplash.com/200x200/?calçado
410,Dignissimos,Roupas,Vermelho,Molestias recusandae quia aliquam rem maxime ad.,XS,45.94,25.92,https://source.unsplash.com/200x200/?roupas
411,Fugiat,Roupas,Verde,Ipsam labore nobis sapiente ad rem.,XXL,63.07,16.59,https://source.unsplash.com/200x200/?roupas
412,Nemo,Calçado,Laranja,At numquam saepe.,41,63.16,37.23,https://source.unsplash.com/200x200/?calçado
413,Perspiciatis,Roupas,Azul,Ex dolorum consequuntur sed tempora.,XS,55.28,44.89,https://source.unsplash.com/200x200/?roupas
414,Aperiam,Calçado,Amarelo,Tenetur mollitia necessitatibus ducimus.,37,58.94,26.4,https://source.unsplash.com/200x200/?calçado
415,Nobis,Roupas,Cinzento,Accusantium magnam doloremque voluptatem provident quos.,M,96.26,29.4,https://source.unsplash.com/200x200/?roupas
